subject_id,enrolled_date,sex_status,spay_neuter_date,study_status,birth_date,withdrawn_date,inactive_date,death_date,is_euthanized,coat_color
grlsTHNYIQ99,2014-12,Spayed Female,2018-02,Enrolled,2012-12,,,,0.0,blonde
grlsGR1G88RR,2014-12,Neutered Male,2021-02,Enrolled,2014-04,,,,0.0,blonde
grlsNW08SX55,2014-12,Neutered Male,2016-07,Enrolled Deceased,2014-05,,,2023-11,1.0,light golden
grlsH9DZUL00,2014-12,Intact Female,,Inactive,2014-01,,2024-12,,0.0,blonde
grlsS7AZ3O33,2014-12,Spayed Female,2015-02,Enrolled,2013-12,,,,0.0,medium golden
grls81ROBXJJ,2014-12,Spayed Female,2014-03,Enrolled,2013-08,,,,0.0,light golden
grlsF6RLMICC,2014-12,Intact Male,,Enrolled,2014-04,,,,0.0,blonde
grlsTIZONA99,2014-12,Intact Male,,Enrolled,2014-04,,,,0.0,blonde
grls8CYZW2VV,2014-12,Spayed Female,2020-11,Enrolled,2012-10,,,,0.0,medium golden
grlsV8FJDD22,2014-12,Intact Male,,Withdrawn,2014-04,2017-10,,,0.0,light golden
grls3N5D0C33,2014-12,Spayed Female,2015-03,Enrolled,2014-04,,,,0.0,light golden
grlsXH96IWEE,2014-11,Neutered Male,2014-07,Enrolled,2014-03,,,,0.0,light golden
grlsH1FXQJZZ,2014-12,Neutered Male,2015-03,Enrolled Deceased,2013-09,,,2024-04,1.0,light golden
grlsKW598GUU,2014-12,Neutered Male,2017-12,Enrolled,2013-09,,,,0.0,light golden
grlsNLA1YVWW,2014-12,Spayed Female,2015-01,Enrolled Deceased,2013-12,,,2021-03,0.0,light golden
grlsWT8OIZZZ,2014-12,Intact Female,,Inactive,2013-06,,2017-12,,0.0,light golden
grlsCCG2I3EE,2014-12,Neutered Male,2015-09,Enrolled,2013-09,,,,0.0,light golden
grlsE9TRQCQQ,2014-12,Spayed Female,2019-11,Enrolled Deceased,2013-01,,,2024-09,1.0,medium golden
grlsE6FON5,2014-12,Spayed Female,2021-05,Enrolled Deceased,2014-01,,,2024-06,1.0,dark golden
grlsPTU92KK,2014-12,Intact Female,,Withdrawn,2013-03,2024-12,,,0.0,light golden
grlsU0QWVLMM,2014-12,Intact Female,,Enrolled Deceased,2013-11,,,2017-12,0.0,blonde
grls2WI1KSTT,2014-12,Intact Male,,Enrolled Deceased,2013-11,,,2017-12,0.0,blonde
grlsHNVCL3TT,2014-12,Intact Male,,Enrolled Deceased,2013-11,,,2023-11,1.0,medium golden
grls8G77B1CC,2014-12,Spayed Female,2015-03,Enrolled,2014-01,,,,0.0,medium golden
grlsC0ENMNN,2014-12,Spayed Female,2015-06,Enrolled Deceased,2014-04,,,2024-02,1.0,medium golden
grlsT2P2TW66,2014-12,Neutered Male,2014-01,Enrolled,2013-07,,,,0.0,medium golden
grlsO3XK23XX,2014-12,Intact Male,,Enrolled,2013-10,,,,0.0,medium golden
grls23J9GHOO,2014-12,Spayed Female,2022-09,Enrolled,2013-05,,,,0.0,light golden
grlsYFWBND88,2014-12,Spayed Female,2014-12,Enrolled,2013-11,,,,0.0,light golden
grls1JY67HOO,2014-12,Spayed Female,2014-02,Enrolled,2013-08,,,,0.0,blonde
grls0C1YSGAA,2014-12,Spayed Female,2013-04,Enrolled,2012-12,,,,0.0,blonde
grls66MYDHRR,2014-12,Spayed Female,2019-03,Enrolled,2014-03,,,,0.0,light golden
grlsUJ831IPP,2014-12,Neutered Male,2014-10,Enrolled,2013-10,,,,0.0,medium golden
grlsNGNUZ033,2014-12,Neutered Male,2017-04,Enrolled,2014-05,,,,0.0,medium golden
grlsV3VB3NN,2014-12,Neutered Male,2017-03,Inactive,2013-11,,2017-12,,0.0,light golden
grls3E6Q6J,2014-12,Intact Male,,Inactive,2012-12,,2024-12,,0.0,dark golden
grlsELHW36,2014-12,Intact Male,,Inactive,2012-10,,2024-12,,0.0,light golden
grls9N2ICIOO,2014-12,Intact Male,,Enrolled Deceased,2012-12,,,2023-06,0.0,light golden
grls6PQ77AKK,2014-12,Neutered Male,2014-01,Enrolled,2013-06,,,,0.0,dark golden
grls0FZYUVOO,2014-12,Neutered Male,2013-08,Enrolled,2013-03,,,,0.0,light golden
grls0YCT0XEE,2014-12,Neutered Male,2014-06,Inactive,2013-11,,2015-11,,0.0,blonde
grlsPFK771GG,2014-12,Intact Male,,Enrolled,2013-10,,,,0.0,medium golden
grlsGDY4NYDD,2014-12,Neutered Male,2015-07,Inactive,2013-07,,2017-01,,0.0,medium golden
grlsFD8LVQNN,2014-12,Spayed Female,2014-06,Enrolled Deceased,2013-12,,,2025-01,1.0,light golden
grls8O1XNWQQ,2014-12,Spayed Female,2015-04,Enrolled Deceased,2014-05,,,2022-10,1.0,light golden
grls92X9TK00,2014-12,Spayed Female,2019-01,Enrolled,2013-05,,,,0.0,dark golden
grls96OPQIYY,2014-12,Spayed Female,2014-04,Withdrawn,2013-10,2017-12,,,0.0,light golden
grlsRYGDYMRR,2014-12,Neutered Male,2016-08,Enrolled Deceased,2014-05,,,2023-10,0.0,medium golden
grls5H4WI944,2014-12,Intact Male,,Enrolled Deceased,2012-09,,,2025-01,1.0,medium golden
grls6ZTQCTT,2014-12,Spayed Female,2021-07,Enrolled,2014-05,,,,0.0,light golden
grlsBE43PRMM,2014-12,Neutered Male,2015-08,Enrolled,2014-06,,,,0.0,blonde
grlsVH0XGX22,2014-12,Neutered Male,2014-10,Enrolled,2014-04,,,,0.0,medium golden
grls04DN2S55,2014-12,Intact Male,,Enrolled Deceased,2014-03,,,2024-02,1.0,light golden
grlsHF70NIII,2014-12,Neutered Male,2016-07,Enrolled Deceased,2014-05,,,2022-05,1.0,medium golden
grls35DUY0ZZ,2014-12,Spayed Female,2014-03,Enrolled,2013-04,,,,0.0,medium golden
grlsQWI05SVV,2014-12,Intact Male,,Enrolled,2013-11,,,,0.0,blonde
grls73NLQ722,2014-12,Intact Female,,Withdrawn,2014-01,2015-11,,,0.0,medium golden
grlsBP6CTLTT,2014-12,Intact Male,,Inactive,2013-07,,2015-11,,0.0,light golden
grlsTQ10NHH,2014-12,Spayed Female,2014-09,Inactive,2014-01,,2021-01,,0.0,dark golden
grlsRK7GISMM,2014-12,Neutered Male,2016-06,Enrolled,2014-02,,,,0.0,medium golden
grlsDCRPXGMM,2014-12,Spayed Female,2016-08,Enrolled,2014-05,,,,0.0,medium golden
grls8B3WC3QQ,2014-12,Spayed Female,2014-06,Enrolled,2014-01,,,,0.0,blonde
grls6TMBXLHH,2014-12,Spayed Female,2014-05,Enrolled Deceased,2013-12,,,2022-12,1.0,light golden
grlsSFAY9511,2014-12,Spayed Female,2017-05,Enrolled,2014-05,,,,0.0,dark golden
grlsLOD261WW,2014-12,Spayed Female,2015-09,Enrolled,2014-05,,,,0.0,light golden
grlsPJP3KLUU,2014-12,Neutered Male,2014-04,Enrolled,2013-10,,,,0.0,blonde
grlsDYWJHX99,2014-12,Spayed Female,2017-11,Enrolled,2013-04,,,,0.0,medium golden
grls2G0V1FEE,2014-12,Spayed Female,2013-12,Enrolled Deceased,2013-05,,,2024-03,1.0,medium golden
grlsLHBQV33,2014-12,Neutered Male,2014-08,Enrolled Deceased,2013-02,,,2022-12,1.0,light golden
grls43D0DWTT,2014-12,Spayed Female,2013-11,Enrolled Deceased,2013-06,,,2022-06,1.0,light golden
grlsYW39DCFF,2014-12,Spayed Female,2013-12,Enrolled Deceased,2013-08,,,2018-07,0.0,medium golden
grlsYRLJ3P55,2014-12,Spayed Female,2019-02,Enrolled Deceased,2013-12,,,2024-06,1.0,medium golden
grlsH602FYSS,2014-12,Spayed Female,2015-07,Enrolled,2014-04,,,,0.0,blonde
grlsHMXPKF55,2014-12,Spayed Female,2017-11,Enrolled,2014-06,,,,0.0,light golden
grlsNBLQTCVV,2014-12,Spayed Female,2016-08,Enrolled,2014-06,,,,0.0,light golden
grlsSSNHJHNN,2014-12,Neutered Male,2013-07,Inactive,2012-11,,2017-12,,0.0,light golden
grlsBAR8INCC,2014-12,Spayed Female,2016-11,Enrolled,2013-11,,,,0.0,light golden
grlsW2TLKFWW,2014-12,Intact Male,,Enrolled Deceased,2014-05,,,2024-10,1.0,light golden
grlsFRVUL77,2014-12,Spayed Female,2022-03,Enrolled,2014-04,,,,0.0,light golden
grlsRCV90I33,2014-12,Neutered Male,2014-02,Enrolled,2013-02,,,,0.0,red
grls8SLL4944,2014-12,Spayed Female,2014-04,Enrolled,2013-08,,,,0.0,blonde
grlsKE9A6M77,2014-12,Neutered Male,2018-02,Enrolled,2014-05,,,,0.0,dark golden
grlsRQDEUU,2014-12,Neutered Male,2017-07,Enrolled Deceased,2014-05,,,2022-05,1.0,light golden
grls9PDGJLRR,2014-12,Spayed Female,2020-11,Enrolled,2013-06,,,,0.0,light golden
grlsOU0NTIZZ,2015-06,Intact Male,,Enrolled,2013-04,,,,0.0,blonde
grlsV59OG6UU,2014-12,Spayed Female,2016-06,Enrolled Deceased,2013-09,,,2021-08,0.0,medium golden
grlsH2QK8KK,2014-12,Neutered Male,2015-06,Enrolled,2014-04,,,,0.0,light golden
grlsT20MZ3OO,2014-12,Neutered Male,2014-07,Enrolled Deceased,2014-02,,,2024-09,1.0,medium golden
grlsM8MSLAAA,2014-12,Spayed Female,2015-07,Enrolled Deceased,2014-06,,,2024-10,1.0,medium golden
grlsEC1UTZ11,2014-12,Neutered Male,2014-08,Inactive,2013-05,,2019-12,,0.0,medium golden
grls5M86OYNN,2014-12,Neutered Male,2015-06,Enrolled Deceased,2014-05,,,2024-09,1.0,light golden
grls622X0ZCC,2014-12,Intact Female,,Enrolled Deceased,2012-11,,,2024-02,0.0,light golden
grlsRCK4LP99,2014-12,Neutered Male,2014-12,Enrolled,2014-05,,,,0.0,blonde
grlsDUDE92ZZ,2014-12,Neutered Male,2015-12,Enrolled,2014-05,,,,0.0,light golden
grls5UFJI44,2014-12,Intact Female,,Inactive,2014-02,,2015-12,,0.0,medium golden
grls9L4NKPP,2014-12,Spayed Female,2019-05,Enrolled,2013-11,,,,0.0,medium golden
grlsMN7CES44,2014-12,Spayed Female,2019-05,Enrolled,2013-04,,,,0.0,light golden
grlsBVV6100,2014-12,Intact Male,,Enrolled Deceased,2012-11,,,2023-10,1.0,blonde
grlsP6EBH2FF,2014-12,Spayed Female,2013-06,Inactive,2013-02,,2015-12,,0.0,blonde
grlsCQM5YQQ,2014-12,Spayed Female,2015-01,Enrolled Deceased,2013-12,,,2023-09,1.0,blonde
grls9P9OD788,2014-12,Intact Male,,Inactive,2013-12,,2020-11,,0.0,light golden
grlsXI10FQTT,2014-12,Spayed Female,2018-10,Inactive,2013-01,,2021-03,,0.0,blonde
grlsX5U5H955,2014-12,Intact Male,,Enrolled,2013-04,,,,0.0,medium golden
grls8VHISVYY,2014-12,Neutered Male,2013-05,Enrolled,2012-10,,,,0.0,dark golden
grlsRE8UCQWW,2014-12,Neutered Male,2014-11,Enrolled,2013-04,,,,0.0,medium golden
grlsJBDTTSS,2014-12,Intact Female,,Inactive,2012-09,,2024-12,,0.0,red
grls93UN7W66,2014-12,Spayed Female,2015-02,Enrolled,2014-01,,,,0.0,red
grlsQ52HO0,2014-12,Spayed Female,2020-04,Enrolled,2014-04,,,,0.0,light golden
grlsKUEUNUEE,2014-11,Spayed Female,2013-05,Enrolled Deceased,2012-11,,,2021-04,0.0,dark golden
grlsAGG2SI55,2014-12,Intact Female,,Enrolled,2013-03,,,,0.0,medium golden
grlsLP1FORDD,2015-01,Neutered Male,2014-07,Enrolled,2013-06,,,,0.0,medium golden
grlsYMC2WERR,2014-12,Spayed Female,2015-10,Enrolled,2013-08,,,,0.0,light golden
grls81IZ2ZRR,2014-11,Spayed Female,2014-02,Inactive,2013-07,,2018-12,,0.0,light golden
grlsRLZGIQXX,2014-12,Neutered Male,2017-05,Inactive,2013-12,,2018-01,,0.0,blonde
grlsQQAVGW11,2014-12,Intact Female,,Inactive,2013-02,,2018-11,,0.0,blonde
grlsIGEVNVBB,2014-12,Intact Male,,Inactive,2013-01,,2018-11,,0.0,light golden
grls66BCWZHH,2015-01,Intact Female,,Enrolled,2014-04,,,,0.0,blonde
grls238GNVWW,2015-01,Intact Female,,Enrolled,2013-09,,,,0.0,medium golden
grlsV7N38Z33,2015-01,Neutered Male,2015-10,Enrolled,2014-06,,,,0.0,blonde
grlsRSFVQY99,2014-12,Spayed Female,2016-04,Enrolled Deceased,2014-04,,,2022-12,1.0,light golden
grlsSWZTK2YY,2014-12,Intact Male,,Enrolled Deceased,2013-01,,,2023-06,0.0,light golden
grlsLFULS700,2014-11,Spayed Female,2015-07,Inactive,2014-04,,2018-11,,0.0,blonde
grlsKK91TIOO,2014-12,Neutered Male,2016-06,Enrolled Deceased,2014-01,,,2024-04,1.0,medium golden
grls8X0OU5KK,2015-01,Spayed Female,2015-11,Enrolled Deceased,2014-01,,,2024-10,1.0,medium golden
grls60TLDVHH,2014-12,Neutered Male,2014-09,Enrolled,2013-10,,,,0.0,light golden
grlsLHAFNENN,2014-12,Spayed Female,2016-10,Enrolled Deceased,2014-06,,,2023-10,1.0,blonde
grlsY7T94JUU,2015-01,Spayed Female,2014-12,Enrolled,2014-04,,,,0.0,blonde
grlsWUPSKEZZ,2014-12,Neutered Male,2015-07,Enrolled,2014-06,,,,0.0,medium golden
grlsE8RVQB00,2015-01,Neutered Male,2013-07,Enrolled,2012-10,,,,0.0,light golden
grlsSIWAX866,2014-12,Neutered Male,2014-10,Enrolled,2014-05,,,,0.0,light golden
grls3O0WE0OO,2014-12,Spayed Female,2013-08,Enrolled,2013-02,,,,0.0,light golden
grlsYUP0V9VV,2014-12,Spayed Female,2017-06,Enrolled,2012-12,,,,0.0,light golden
grlsV8QP9ZZ,2014-12,Neutered Male,2015-10,Enrolled,2014-01,,,,0.0,blonde
grls3I71NHGG,2014-12,Spayed Female,2014-01,Enrolled Deceased,2013-07,,,2021-04,1.0,light golden
grlsCJJC8S77,2015-01,Spayed Female,2014-11,Enrolled,2014-05,,,,0.0,blonde
grlsCPU9VZJJ,2014-12,Spayed Female,2017-08,Enrolled,2013-11,,,,0.0,medium golden
grlsSAJ8O6TT,2014-12,Spayed Female,2015-02,Enrolled,2013-07,,,,0.0,light golden
grlsLIS29PP,2014-12,Spayed Female,2014-10,Enrolled,2013-09,,,,0.0,blonde
grlsP3NUUGQQ,2014-12,Neutered Male,2015-05,Enrolled,2014-05,,,,0.0,blonde
grlsQYL0XHWW,2014-12,Intact Male,,Inactive,2014-03,,2018-01,,0.0,medium golden
grlsR2FVJBB,2014-12,Neutered Male,2016-12,Enrolled Deceased,2012-10,,,2022-01,1.0,dark golden
grlsCXF6PBOO,2014-12,Neutered Male,2013-04,Enrolled Deceased,2012-11,,,2022-05,0.0,dark golden
grls1C3AZ244,2014-12,Spayed Female,2014-12,Inactive,2014-05,,2019-12,,0.0,light golden
grlsET00DD55,2014-12,Intact Male,,Enrolled Deceased,2014-01,,,2024-04,1.0,red
grlsLMT31QII,2014-12,Spayed Female,2014-12,Inactive,2014-05,,2015-11,,0.0,blonde
grlsQTDV5HZZ,2014-12,Spayed Female,2013-09,Inactive,2013-03,,2015-11,,0.0,medium golden
grlsEN4PVQOO,2015-01,Intact Male,,Inactive,2014-04,,2020-01,,0.0,blonde
grlsZIRB97LL,2014-12,Intact Male,,Enrolled,2013-06,,,,0.0,red
grlsUIC8JLGG,2015-01,Neutered Male,2016-08,Enrolled Deceased,2014-04,,,2024-12,0.0,blonde
grlsXBRP40NN,2014-12,Spayed Female,2013-07,Enrolled Deceased,2012-11,,,2016-10,0.0,light golden
grlsTCP3GB11,2014-12,Spayed Female,2014-11,Enrolled,2014-04,,,,0.0,light golden
grlsYDM9DD,2015-01,Spayed Female,2014-04,Enrolled Deceased,2013-04,,,2024-03,1.0,light golden
grlsQYANCO00,2015-01,Neutered Male,2018-04,Enrolled,2014-06,,,,0.0,medium golden
grlsD5O9SI00,2015-01,Intact Male,,Enrolled,2014-04,,,,0.0,blonde
grlsF2SOPLL,2015-01,Spayed Female,2022-05,Enrolled,2013-08,,,,0.0,light golden
grlsV4JGVURR,2014-12,Intact Female,,Enrolled,2013-11,,,,0.0,medium golden
grls9BWN12DD,2015-01,Neutered Male,2016-06,Enrolled,2014-04,,,,0.0,dark golden
grlsX43SU0UU,2015-01,Spayed Female,2020-09,Enrolled,2013-08,,,,0.0,light golden
grlsV09LY811,2015-01,Neutered Male,2013-08,Enrolled Deceased,2013-03,,,2021-05,0.0,light golden
grlsVSGZ522,2015-01,Intact Male,,Enrolled Deceased,2013-04,,,2022-11,1.0,light golden
grlsPTQ3DIHH,2015-01,Neutered Male,2014-12,Enrolled,2014-06,,,,0.0,light golden
grlsJ9NRL355,2015-01,Neutered Male,2016-05,Enrolled Deceased,2014-03,,,2024-01,1.0,light golden
grlsUMMLKSBB,2015-01,Intact Male,,Inactive,2011-10,,2016-01,,0.0,red
grlsXRMCGIKK,2015-01,Spayed Female,2014-05,Enrolled,2013-07,,,,0.0,light golden
grlsZP8YMJXX,2015-01,Neutered Male,2014-11,Enrolled,2014-05,,,,0.0,light golden
grlsB5NN6OO,2015-01,Intact Male,,Enrolled,2014-06,,,,0.0,light golden
grlsGGHFUQII,2015-01,Intact Male,,Inactive,2014-05,,2016-01,,0.0,light golden
grlsF3IYFPZZ,2015-01,Spayed Female,2015-01,Enrolled,2014-06,,,,0.0,medium golden
grls20LGRE11,2015-01,Neutered Male,2022-06,Enrolled Deceased,2014-05,,,2023-07,1.0,light golden
grlsSCESWCMM,2015-01,Spayed Female,2013-07,Enrolled Deceased,2013-02,,,2021-05,1.0,light golden
grls5JFZ2JII,2015-01,Intact Male,,Enrolled,2014-04,,,,0.0,blonde
grls740BUXXX,2014-12,Spayed Female,2013-06,Enrolled,2012-11,,,,0.0,medium golden
grlsSBCGNP66,2015-01,Neutered Male,2016-03,Enrolled,2014-05,,,,0.0,light golden
grls424028YY,2015-01,Neutered Male,2016-05,Enrolled Deceased,2014-05,,,2023-07,1.0,medium golden
grlsEA5JF800,2015-01,Neutered Male,2020-07,Enrolled,2014-05,,,,0.0,medium golden
grlsSD3SXI,2015-01,Neutered Male,2020-03,Inactive,2013-06,,2022-07,,0.0,light golden
grlsXV2UUFYY,2015-01,Intact Female,,Enrolled,2014-05,,,,0.0,medium golden
grlsLVQJRFVV,2015-01,Neutered Male,2023-03,Enrolled Deceased,2012-12,,,2024-08,0.0,light golden
grls4V7ZYTLL,2015-01,Intact Female,,Inactive,2014-01,,2020-01,,0.0,light golden
grls4ZXH6D33,2015-01,Spayed Female,2018-10,Enrolled,2012-12,,,,0.0,medium golden
grls1FSWKG44,2015-01,Neutered Male,2013-10,Enrolled,2013-02,,,,0.0,blonde
grlsGB7P7YJJ,2015-01,Intact Female,,Inactive,2014-03,,2016-01,,0.0,blonde
grls4OE3SCNN,2015-01,Spayed Female,2015-01,Enrolled,2014-06,,,,0.0,light golden
grls41P0B8WW,2015-01,Spayed Female,2015-02,Enrolled,2014-01,,,,0.0,light golden
grlsR8HUB0AA,2015-01,Spayed Female,2016-03,Enrolled Deceased,2013-09,,,2024-02,1.0,light golden
grlsKY7MW200,2015-01,Neutered Male,2014-10,Enrolled,2014-01,,,,0.0,light golden
grlsPV76GGVV,2015-01,Spayed Female,2015-03,Enrolled Deceased,2014-06,,,2024-11,1.0,light golden
grls9C1O7DRR,2015-01,Neutered Male,2014-12,Enrolled,2014-06,,,,0.0,blonde
grls1N450WSS,2015-01,Neutered Male,2013-09,Enrolled Deceased,2013-01,,,2024-05,0.0,light golden
grlsWIH4ZJ11,2014-11,Spayed Female,2013-06,Enrolled Deceased,2012-11,,,2025-01,1.0,light golden
grls4WEZX100,2014-12,Neutered Male,2024-01,Enrolled,2013-07,,,,0.0,light golden
grlsUNCFHIPP,2015-01,Intact Male,,Inactive,2013-05,,2016-06,,0.0,blonde
grls1M17W388,2015-01,Neutered Male,2014-08,Enrolled Deceased,2012-12,,,2023-07,0.0,dark golden
grls8JVAPRYY,2015-01,Neutered Male,2021-02,Enrolled,2013-03,,,,0.0,light golden
grlsPTVU6SSS,2015-01,Spayed Female,2014-01,Enrolled Deceased,2012-11,,,2022-10,0.0,medium golden
grlsGN5W57NN,2015-01,Spayed Female,2015-01,Enrolled,2014-06,,,,0.0,dark golden
grlsUHGTY88,2015-01,Neutered Male,2015-01,Inactive,2014-04,,2021-06,,0.0,light golden
grlsIBON0011,2015-01,Spayed Female,2014-09,Enrolled,2014-03,,,,0.0,dark golden
grls3GJ1T5BB,2015-01,Spayed Female,2019-05,Enrolled Deceased,2014-01,,,2022-04,1.0,light golden
grlsAYTJ8CEE,2015-01,Intact Male,,Enrolled Deceased,2013-06,,,2022-03,1.0,dark golden
grls88QLT244,2015-01,Spayed Female,2017-09,Enrolled,2014-06,,,,0.0,light golden
grls4AEH3JQQ,2015-01,Neutered Male,2018-01,Enrolled,2013-07,,,,0.0,dark golden
grlsLVQBYXX,2014-12,Neutered Male,2015-08,Enrolled Deceased,2013-01,,,2024-12,1.0,medium golden
grls69RHIK33,2015-01,Spayed Female,2014-07,Enrolled,2013-06,,,,0.0,blonde
grls69ILTECC,2014-12,Spayed Female,2014-03,Enrolled Deceased,2013-04,,,2025-01,1.0,light golden
grls3FGXRPCC,2015-01,Spayed Female,2019-01,Enrolled Deceased,2013-03,,,2023-11,1.0,medium golden
grlsNOO8MWLL,2015-01,Spayed Female,2015-10,Enrolled,2013-07,,,,0.0,light golden
grls6NLQBLVV,2015-01,Neutered Male,2014-08,Enrolled Deceased,2013-12,,,2023-05,1.0,light golden
grlsET2DGV11,2015-01,Neutered Male,2018-01,Enrolled,2013-07,,,,0.0,blonde
grlsRS38IETT,2015-01,Neutered Male,2017-12,Enrolled Deceased,2014-05,,,2022-03,0.0,medium golden
grlsRYQVX66,2015-01,Spayed Female,2019-02,Enrolled,2013-01,,,,0.0,light golden
grlsLSYOPJRR,2015-01,Intact Male,,Enrolled,2013-11,,,,0.0,blonde
grlsO3ERSKOO,2015-01,Spayed Female,2016-04,Enrolled,2014-05,,,,0.0,medium golden
grlsU7K9XQ11,2014-12,Intact Male,,Enrolled Deceased,2014-01,,,2021-08,1.0,medium golden
grlsVCLYL133,2015-01,Spayed Female,2014-12,Enrolled Deceased,2014-06,,,2022-07,0.0,light golden
grls56IRX9GG,2015-01,Spayed Female,2014-04,Enrolled,2013-09,,,,0.0,medium golden
grls0449M0EE,2015-01,Intact Male,,Inactive,2013-05,,2016-01,,0.0,dark golden
grls4KEGMVRR,2015-01,Neutered Male,2015-01,Enrolled,2014-06,,,,0.0,light golden
grls4DNO53YY,2015-01,Neutered Male,2014-09,Enrolled Deceased,2014-03,,,2020-09,0.0,medium golden
grls6OG0JT88,2015-01,Intact Male,,Enrolled,2013-12,,,,0.0,light golden
grls74CM5J99,2013-07,Spayed Female,2011-11,Inactive,2011-06,,2021-10,,0.0,light golden
grlsO131099,2015-01,Intact Male,,Enrolled,2013-04,,,,0.0,blonde
grls7LKAEOGG,2015-01,Neutered Male,2014-05,Inactive,2013-07,,2016-01,,0.0,light golden
grls3T5R8MRR,2015-01,Neutered Male,2015-05,Enrolled Deceased,2014-06,,,2024-09,1.0,light golden
grlsU5S1ULKK,2015-01,Neutered Male,2013-09,Enrolled,2013-02,,,,0.0,medium golden
grlsM2WNE1LL,2015-01,Spayed Female,2020-04,Enrolled,2013-05,,,,0.0,medium golden
grlsGI7U799,2015-01,Intact Male,,Withdrawn,2014-01,2024-12,,,0.0,medium golden
grls91PMDXLL,2015-01,Spayed Female,2015-06,Enrolled,2014-06,,,,0.0,light golden
grlsQCNW6EZZ,2015-01,Neutered Male,2015-11,Enrolled,2014-06,,,,0.0,light golden
grlsME3L0P77,2015-01,Neutered Male,2015-05,Enrolled,2014-05,,,,0.0,blonde
grlsNIYMY1TT,2015-01,Spayed Female,2015-02,Enrolled,2013-09,,,,0.0,medium golden
grlsQT1HDJPP,2015-01,Spayed Female,2013-12,Enrolled,2013-04,,,,0.0,medium golden
grls9ICB0PVV,2015-01,Neutered Male,2013-07,Enrolled,2013-02,,,,0.0,light golden
grlsQWYSXW44,2015-01,Spayed Female,2014-06,Enrolled,2013-11,,,,0.0,medium golden
grlsYRNIC1RR,2015-01,Spayed Female,2014-03,Enrolled,2013-09,,,,0.0,blonde
grlsR4B2BTJJ,2015-01,Neutered Male,2017-04,Enrolled,2014-04,,,,0.0,blonde
grlsBV3PCSGG,2015-01,Spayed Female,2015-01,Enrolled,2014-05,,,,0.0,light golden
grlsOESN6EII,2014-11,Spayed Female,2014-03,Inactive,2013-03,,2018-09,,0.0,light golden
grls25IJBODD,2015-01,Spayed Female,2018-07,Enrolled,2014-01,,,,0.0,light golden
grlsM1TR82,2015-01,Intact Male,,Enrolled Deceased,2013-05,,,2024-03,1.0,medium golden
grlsV7GRICUU,2015-01,Spayed Female,2014-06,Enrolled,2013-12,,,,0.0,light golden
grlsUZMK2DKK,2015-01,Spayed Female,2014-01,Enrolled,2013-04,,,,0.0,medium golden
grls5XSBITZZ,2015-01,Neutered Male,2014-10,Enrolled,2013-05,,,,0.0,blonde
grlsIB9ZRE88,2015-01,Intact Male,,Enrolled Deceased,2013-10,,,2022-10,0.0,blonde
grlsIVVOJKPP,2015-01,Intact Male,,Inactive,2013-05,,2017-09,,0.0,light golden
grlsUA684755,2015-01,Spayed Female,2015-01,Inactive,2014-07,,2016-10,,0.0,light golden
grlsJPUMVCSS,2015-01,Spayed Female,2014-01,Enrolled Deceased,2013-02,,,2015-12,1.0,light golden
grls5IG7YDYY,2015-01,Neutered Male,2015-10,Inactive,2014-03,,2019-01,,0.0,blonde
grlsFCW3U9LL,2015-01,Spayed Female,2014-12,Enrolled Deceased,2014-06,,,2024-05,1.0,blonde
grlsG3MKKZYY,2015-01,Intact Male,,Withdrawn,2014-04,2020-02,,,0.0,light golden
grlsVWGLR399,2015-01,Spayed Female,2021-04,Enrolled,2014-07,,,,0.0,medium golden
grlsZKA6W2RR,2015-01,Neutered Male,2014-08,Enrolled Deceased,2013-08,,,2019-07,0.0,blonde
grlsCPOB0399,2014-12,Intact Male,,Enrolled Deceased,2013-01,,,2022-12,1.0,red
grlsZRYXUIGG,2015-01,Spayed Female,2018-09,Enrolled,2012-12,,,,0.0,light golden
grlsJRUZH4TT,2014-09,Neutered Male,2013-09,Enrolled Deceased,2013-03,,,2023-11,1.0,medium golden
grls5YQ9QAOO,2015-01,Spayed Female,2019-03,Inactive,2013-06,,2021-12,,0.0,blonde
grlsSZR98S88,2015-01,Spayed Female,2014-12,Enrolled Deceased,2014-06,,,2022-02,1.0,blonde
grlsT5Z3CLL,2015-01,Spayed Female,2014-06,Enrolled,2013-10,,,,0.0,blonde
grlsMOKYGJSS,2015-01,Intact Female,,Withdrawn,2014-05,2019-08,,,0.0,blonde
grls4F1HRC55,2015-01,Spayed Female,2014-05,Enrolled Deceased,2013-10,,,2023-05,1.0,dark golden
grlsEFGZ0200,2015-01,Spayed Female,2014-02,Enrolled Deceased,2013-09,,,2024-12,1.0,light golden
grls8TY2KL22,2015-01,Spayed Female,2014-05,Enrolled,2013-11,,,,0.0,dark golden
grlsN7MND00,2015-01,Neutered Male,2015-03,Enrolled,2013-12,,,,0.0,medium golden
grlsMJNP84JJ,2014-12,Neutered Male,2015-04,Enrolled Deceased,2013-09,,,2024-08,1.0,light golden
grlsBTH9EXRR,2015-01,Neutered Male,2017-02,Enrolled,2014-02,,,,0.0,blonde
grlsQ5V0FG77,2015-01,Neutered Male,2013-10,Enrolled,2012-10,,,,0.0,blonde
grls16FL8Z00,2015-01,Neutered Male,2014-10,Enrolled Deceased,2014-04,,,2021-12,1.0,blonde
